term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	outcome_subset	dataset
age_invitation	2	0.9603548819185904	1.6844772528470644	0.00233861822557727	0.001	0.00574574100028321	colo_diverticulitis	No	Yes	584	positive	mags
senter	1	0.48549015106448223	1.7031144035330272	0.00120251523587365	0.005	0.00290465610028664	colo_diverticulitis	No	Yes	584	positive	mags
Total_Reads_QC_ATLAS	1	0.3629177491335156	1.273126642202433	4.6746398173758624e-4	0.076	0.00217131336570193	colo_diverticulitis	No	Yes	584	positive	mags
colo_IBD	1	0.1634464725021871	0.5587016329504957	-4.26969814440422e-4	1	5.380898595191062e-4	colo_IBD	No	Yes	1034	all	mags
kjonn	1	0.7817486188052385	2.672215699714393	0.00161461867409914	0.001	0.00257363158734757	colo_IBD	No	Yes	1034	all	mags
age_invitation	2	0.998890312097501	1.7072306301986302	0.00136608219540941	0.001	0.00328849402182324	colo_IBD	No	Yes	1034	all	mags
senter	1	0.7747992481679944	2.6484609825671352	0.00159171866195133	0.001	0.00255075323572153	colo_IBD	No	Yes	1034	all	mags
Total_Reads_QC_ATLAS	1	0.5480324097895277	1.873314226803562	8.43885154634653e-4	0.002	0.00180420340605159	colo_IBD	No	Yes	1034	all	mags
colo_IBD	1	0.18166669766992527	0.6033755495237333	-8.821651972507901e-4	0.999	0.00133606829218561	colo_IBD	No	Yes	450	negative	mags
kjonn	1	0.5808586754413056	1.92922493217119	0.00206068908554544	0.001	0.0042719269324096	colo_IBD	No	Yes	450	negative	mags
age_invitation	2	0.7479375401483139	1.2420747172835531	0.00107473134221213	0.034	0.00550070896176643	colo_IBD	No	Yes	450	negative	mags
senter	1	0.5804648752320816	1.927916990645909	0.0020577945070213	0.001	0.0042690307275479	colo_IBD	No	Yes	450	negative	mags
Total_Reads_QC_ATLAS	1	0.45445494267278264	1.5093960769143304	0.00113071132666756	0.01	0.00334229028721237	colo_IBD	No	Yes	450	negative	mags
colo_IBD	1	0.33134960148416326	1.161892826685069	2.771369181609747e-4	0.187	0.00198244318482722	colo_IBD	No	Yes	584	positive	mags
kjonn	1	0.42586973757559576	1.4933320908641172	8.440337361922633e-4	0.012	0.00254795103147649	colo_IBD	No	Yes	584	positive	mags
age_invitation	2	0.9825566015677508	1.7226902674095912	0.00246885633207796	0.002	0.00587857244964298	colo_IBD	No	Yes	584	positive	mags
senter	1	0.49962190271904205	1.751947496613318	0.00128592559602834	0.002	0.00298920545429753	colo_IBD	No	Yes	584	positive	mags
Total_Reads_QC_ATLAS	1	0.3575106494277236	1.253627761050577	4.3410558189003887e-4	0.098	0.00213896303869561	colo_IBD	No	Yes	584	positive	mags
BMI	1	0.5766358512349825	1.9537077780305432	0.00149494824844309	0.001	0.00305109493731546	BMI	low	mid	637	all	mags
kjonn	1	0.5617198248456532	1.9031705859504304	0.00141584276046287	0.002	0.0029721712760414	BMI	low	mid	637	all	mags
age_invitation	2	0.8910658180769531	1.5095161147070897	0.00159718155405709	0.001	0.00471480640776453	BMI	low	mid	637	all	mags
senter	1	0.5206007090115463	1.7638543497872086	0.00119770718358752	0.001	0.00275460185873993	BMI	low	mid	637	all	mags
Total_Reads_QC_ATLAS	1	0.4312065678313388	1.4609768430208785	7.231451959676541e-4	0.017	0.00228159968415012	BMI	low	mid	637	all	mags
BMI	1	0.7794645465868655	2.6240469974157996	0.00260003918392613	0.001	0.00418407266230975	BMI	low	high	623	all	mags
kjonn	1	0.5094545193848887	1.7150653070310575	0.00114646149629087	0.005	0.00273469106014165	BMI	low	high	623	all	mags
age_invitation	2	0.6954784179706621	1.17065494667757	5.4754897186829e-4	0.097	0.00373324514706865	BMI	low	high	623	all	mags
senter	1	0.6120619195380925	2.0604904344004016	0.00169933916768582	0.002	0.00328547533867183	BMI	low	high	623	all	mags
Total_Reads_QC_ATLAS	1	0.5229716710447576	1.7605704443487304	0.00121933075026996	0.002	0.00280724951707212	BMI	low	high	623	all	mags
BMI	1	0.431384788141969	1.427226589726342	0.00145598823494213	0.026	0.00484327096662627	BMI	low	mid	293	negative	mags
kjonn	1	0.44515602628816	1.4727884124794173	0.00161101277919814	0.024	0.00499788429496179	BMI	low	mid	293	negative	mags
age_invitation	2	0.7623969384904115	1.261186314920978	0.00177966887212619	0.041	0.00855963181534385	BMI	low	mid	293	negative	mags
senter	1	0.5366446039985959	1.7754762548740977	0.00263969023132927	0.003	0.00602505072359594	BMI	low	mid	293	negative	mags
Total_Reads_QC_ATLAS	1	0.3979848058280311	1.316723521085095	0.00107980041943407	0.058	0.00446828054259284	BMI	low	mid	293	negative	mags
BMI	1	0.5717073981154925	1.875180025865923	0.00309387350910708	0.001	0.00661193740347139	BMI	low	high	282	negative	mags
kjonn	1	0.4806992528142757	1.5766765312068065	0.00204077894285489	0.011	0.0055594057029526	BMI	low	high	282	negative	mags
age_invitation	2	0.6093049023343582	0.9992492543263922	-5.3244657512584666e-6	0.468	0.00704676183506231	BMI	low	high	282	negative	mags
senter	1	0.39408794457466456	1.2925945064501037	0.0010364937378597	0.077	0.00455772451008934	BMI	low	high	282	negative	mags
Total_Reads_QC_ATLAS	1	0.4532973672355496	1.4867993166077562	0.00172326394644075	0.012	0.00524249612161634	BMI	low	high	282	negative	mags
BMI	1	0.4106460517582633	1.422296518305563	0.00122610098874106	0.028	0.004127218064779	BMI	low	mid	344	positive	mags
kjonn	1	0.3780183028563045	1.30928840958345	8.982865696481785e-4	0.043	0.00379929129157698	BMI	low	mid	344	positive	mags
age_invitation	2	0.7267346559781629	1.2585439047861644	0.0015009061317102	0.037	0.00730408191582881	BMI	low	mid	344	positive	mags
senter	1	0.34884201219703925	1.2082346275147686	6.049670128900604e-4	0.126	0.00350605356688299	BMI	low	mid	344	positive	mags
Total_Reads_QC_ATLAS	1	0.29013266010190364	1.0048913670125532	1.4218887973120908e-5	0.441	0.00291599237549681	BMI	low	mid	344	positive	mags
BMI	1	0.452843205702564	1.56049297491298	0.00164097718102938	0.011	0.0045628377806832	BMI	low	high	341	positive	mags
kjonn	1	0.3172875170645	1.093369482354433	2.7373584686249224e-4	0.253	0.00319698176315791	BMI	low	high	341	positive	mags
age_invitation	2	0.628240097293002	1.082454419144249	4.83369871919224e-4	0.235	0.00633013284768461	BMI	low	high	341	positive	mags
senter	1	0.4059250511543979	1.398813502534225	0.00116817483471208	0.032	0.0040900915288317	BMI	low	high	341	positive	mags
Total_Reads_QC_ATLAS	1	0.3960980588898053	1.364949789442561	0.00106908981038523	0.032	0.00399107497959188	BMI	low	high	341	positive	mags
Høyde	1	0.28581889523880477	0.9749253971965336	-3.8816681294631675e-5	0.512	0.00150294728513988	Høyde	low	mid	646	all	mags
kjonn	1	0.45952194672327096	1.5674247710439184	8.775956679921654e-4	0.009	0.00241634571329827	Høyde	low	mid	646	all	mags
age_invitation	2	0.8549800692319991	1.45816423874757	0.00141645594207167	0.008	0.00449581883950436	Høyde	low	mid	646	all	mags
senter	1	0.6371041910367978	2.17315603288987	0.00181273902039016	0.001	0.00335014245111389	Høyde	low	mid	646	all	mags
Total_Reads_QC_ATLAS	1	0.47105611656164115	1.6067677091712598	9.383875014499845e-4	0.006	0.00247699687924178	Høyde	low	mid	646	all	mags
Høyde	1	0.3332599020173461	1.1328513520725825	2.0094501702780333e-4	0.21	0.00170695799553475	Høyde	low	high	661	all	mags
kjonn	1	0.27302410766120033	0.9280916415089816	-1.0879906513343054e-4	0.6	0.00139843011632936	Høyde	low	high	661	all	mags
age_invitation	2	0.8046550997985378	1.3676332079570526	0.00111111868027897	0.01	0.00412144529820284	Høyde	low	high	661	all	mags
senter	1	0.6583990140922538	2.2380976793266973	0.00186956577047643	0.001	0.00337232128604082	Høyde	low	high	661	all	mags
Total_Reads_QC_ATLAS	1	0.4290346018964328	1.458418567316863	6.930421541988576e-4	0.017	0.00219751623173096	Høyde	low	high	661	all	mags
Høyde	1	0.31043751330673786	1.027555473470248	9.46833829031006e-5	0.365	0.00351326200873928	Høyde	low	mid	291	negative	mags
kjonn	1	0.3931774875619283	1.3014267350812816	0.00103475886973738	0.061	0.00444964113721015	Høyde	low	mid	291	negative	mags
age_invitation	2	0.7523369943687754	1.2451265767193789	0.0016818852367619	0.041	0.00851429632949437	Høyde	low	mid	291	negative	mags
senter	1	0.5082219728430459	1.682226688295615	0.00233893815211672	0.006	0.00575161464919918	Høyde	low	mid	291	negative	mags
Total_Reads_QC_ATLAS	1	0.49621693974727066	1.6424897462767345	0.00220300459934931	0.008	0.00561575211686608	Høyde	low	mid	291	negative	mags
Høyde	1	0.36582736532062654	1.2204419715932984	7.416783654953553e-4	0.105	0.00409111330286926	Høyde	low	high	297	negative	mags
kjonn	1	0.26157520592613537	0.8726448327905229	-4.2898922964494814e-4	0.714	0.00292524263111719	Høyde	low	high	297	negative	mags
age_invitation	2	0.6731326157004105	1.1228237339887748	8.264123295666202e-4	0.169	0.0075277632559651	Høyde	low	high	297	negative	mags
senter	1	0.5217234005452127	1.740528992492674	0.00248716221133383	0.004	0.005834526737818	Høyde	low	high	297	negative	mags
Total_Reads_QC_ATLAS	1	0.39544640977706536	1.3192544947664728	0.0010737767229673	0.066	0.00442234841068524	Høyde	low	high	297	negative	mags
Høyde	1	0.23210113036527957	0.815055590235308	-5.212417197377284e-4	0.85	0.00229591556643493	Høyde	low	mid	355	positive	mags
kjonn	1	0.32313013113946454	1.134716661414789	3.79339600141734e-4	0.216	0.0031963631409278	Høyde	low	mid	355	positive	mags
age_invitation	2	0.6723266464982345	1.1804845388519436	0.00101578144229159	0.088	0.00665057171843574	Høyde	low	mid	355	positive	mags
senter	1	0.4126354106534933	1.449026972220565	0.00126326684882346	0.022	0.00408173825388377	Høyde	low	mid	355	positive	mags
Total_Reads_QC_ATLAS	1	0.3312960949789243	1.1633925858557272	4.6004906267536937e-4	0.171	0.00327713984143096	Høyde	low	mid	355	positive	mags
Høyde	1	0.23277897652214108	0.805141238731258	-5.356129949270687e-4	0.879	0.00221043137211919	Høyde	low	high	364	positive	mags
kjonn	1	0.27603769950168555	0.954765497442482	-1.2428605652598865e-4	0.566	0.00262120918298693	Høyde	low	high	364	positive	mags
age_invitation	2	0.6537469564664633	1.130597449585686	7.170538691162855e-4	0.135	0.00620787497045921	Høyde	low	high	364	positive	mags
senter	1	0.4197184780927472	1.4517318549076528	0.0012394833538272	0.018	0.00398557853159942	Høyde	low	high	364	positive	mags
Total_Reads_QC_ATLAS	1	0.34761225107673965	1.2023291905979592	5.555406277813073e-4	0.118	0.00330086950545517	Høyde	low	high	364	positive	mags
PhysAct_Score	1	0.4920334702032676	1.6728979220649869	9.914907816788324e-4	0.003	0.00245387348756939	PhysAct_Score	low	mid	678	all	mags
kjonn	1	0.6185100872528437	2.102914338965724	0.00162407540253202	0.001	0.00308463874272004	PhysAct_Score	low	mid	678	all	mags
age_invitation	2	0.9960915688660066	1.693339596444519	0.00204107503923452	0.001	0.00496771630397811	PhysAct_Score	low	mid	678	all	mags
senter	1	0.5434452330989359	1.847696256987874	0.00124872819288019	0.001	0.0027102746666736598	PhysAct_Score	low	mid	678	all	mags
Total_Reads_QC_ATLAS	1	0.45161106983175614	1.5354630651264038	7.89145290516687e-4	0.007	0.0022522785502685	PhysAct_Score	low	mid	678	all	mags
PhysAct_Score	1	0.8914650294527178	3.02902101263796	0.00277937034588496	0.001	0.00413366407733988	PhysAct_Score	low	high	728	all	mags
kjonn	1	0.6664060973933772	2.264315486602787	0.00173368620917529	0.001	0.00309008077120693	PhysAct_Score	low	high	728	all	mags
age_invitation	2	0.7246270445067182	1.2310693474336714	6.344031766638183e-4	0.046	0.00336004743246662	PhysAct_Score	low	high	728	all	mags
senter	1	0.5292561621490961	1.7983072619258178	0.00109537474767886	0.003	0.00245412563915108	PhysAct_Score	low	high	728	all	mags
Total_Reads_QC_ATLAS	1	0.5119453614420024	1.7394886012324589	0.00101475028154691	0.002	0.00237385660708727	PhysAct_Score	low	high	728	all	mags
PhysAct_Score	1	0.41183870636177744	1.3590038401814435	0.00126695758848703	0.039	0.00476952980090004	PhysAct_Score	low	mid	283	negative	mags
kjonn	1	0.4522538588268219	1.4923675734903423	0.00173679304915574	0.012	0.0052375802078004	PhysAct_Score	low	mid	283	negative	mags
age_invitation	2	0.7336453696559175	1.2104579527038115	0.00148512647368659	0.067	0.00849639288346157	PhysAct_Score	low	mid	283	negative	mags
senter	1	0.5375571619891133	1.7738552403534955	0.00272701387412187	0.001	0.00622548309371895	PhysAct_Score	low	mid	283	negative	mags
Total_Reads_QC_ATLAS	1	0.4957366856069711	1.635854156133833	0.00224179752600604	0.005	0.00574115754269304	PhysAct_Score	low	mid	283	negative	mags
PhysAct_Score	1	0.5110319447881722	1.6843203308244408	0.00213393760604971	0.003	0.005241367216047	PhysAct_Score	low	high	320	negative	mags
kjonn	1	0.4914596687439427	1.6198116777000875	0.00193316711920206	0.006	0.00504062538953718	PhysAct_Score	low	high	320	negative	mags
age_invitation	2	0.6243675754410276	1.0289327428041692	1.8079694907838673e-4	0.389	0.00640378703142688	PhysAct_Score	low	high	320	negative	mags
senter	1	0.468467143002485	1.544030155706596	0.00169720882164715	0.011	0.00480480398568081	PhysAct_Score	low	high	320	negative	mags
Total_Reads_QC_ATLAS	1	0.33615400937016204	1.1079366721487545	3.3718836612071294e-4	0.269	0.00344774259657261	PhysAct_Score	low	high	320	negative	mags
PhysAct_Score	1	0.32953064980165436	1.148576345000608	3.760012154792316e-4	0.151	0.0029007847534459	PhysAct_Score	low	mid	395	positive	mags
kjonn	1	0.3585145148807669	1.2495993661872424	6.314980877589601e-4	0.091	0.00315592324805339	PhysAct_Score	low	mid	395	positive	mags
age_invitation	2	0.9320047719922684	1.624247448882721	0.00315078773507407	0.001	0.00820422996877913	PhysAct_Score	low	mid	395	positive	mags
senter	1	0.34224678421493593	1.1928983259627264	4.8811182280816e-4	0.121	0.00301272204623192	PhysAct_Score	low	mid	395	positive	mags
Total_Reads_QC_ATLAS	1	0.28942728033277376	1.0087963835478553	2.226882952579649e-5	0.42	0.00254776374375482	PhysAct_Score	low	mid	395	positive	mags
PhysAct_Score	1	0.6699589537057165	2.3363936232788514	0.00326478086018601	0.001	0.00569438958137177	PhysAct_Score	low	high	408	positive	mags
kjonn	1	0.3801862486813974	1.3258494750526169	7.980133402563952e-4	0.049	0.00323143470431641	PhysAct_Score	low	high	408	positive	mags
age_invitation	2	0.7434895703070907	1.2964109826665926	0.00145088688166793	0.022	0.00631937111907748	PhysAct_Score	low	high	408	positive	mags
senter	1	0.3534749418422223	1.2326973100978864	5.700114459992092e-4	0.095	0.00300439902320715	PhysAct_Score	low	high	408	positive	mags
Total_Reads_QC_ATLAS	1	0.4412946130832154	1.5389568484636182	0.00131923000102908	0.011	0.00375083194747533	PhysAct_Score	low	high	408	positive	mags
Smoking	1	1.1165721764833163	3.819526466486834	0.00277561751179809	0.001	0.00374337527261326	Smoking	Non smoker	Smoker	1013	all	mags
kjonn	1	0.7706771280888915	2.6363022022657105	0.00161269826312553	0.001	0.00258374135162741	Smoking	Non smoker	Smoker	1013	all	mags
age_invitation	2	0.9322455496937893	1.5944945724577608	0.00117235461796719	0.002	0.0031254091873564	Smoking	Non smoker	Smoker	1013	all	mags
senter	1	0.7045092534737023	2.409957722574412	0.00138992890580438	0.001	0.00236190957855208	Smoking	Non smoker	Smoker	1013	all	mags
Total_Reads_QC_ATLAS	1	0.528936654381198	1.8093658368480503	7.983412504578313e-4	0.001	0.00177329189683507	Smoking	Non smoker	Smoker	1013	all	mags
Smoking	1	0.24357349840923348	0.8299195283241799	-2.280418996644462e-4	0.788	0.00110855873351656	Smoking	Non smoker	Missing	746	all	mags
kjonn	1	0.5760920492270429	1.9628984470327473	0.00128908470425325	0.001	0.00262192675578815	Smoking	Non smoker	Missing	746	all	mags
age_invitation	2	0.869396331457807	1.481131974624715	0.0012882363617164	0.003	0.0039568216674605	Smoking	Non smoker	Missing	746	all	mags
senter	1	0.5645439355494659	1.9235509600568592	0.00123647320916548	0.002	0.00256936864763382	Smoking	Non smoker	Missing	746	all	mags
Total_Reads_QC_ATLAS	1	0.5065603677071522	1.7259855615692303	9.722248530339532e-4	0.003	0.0023054721607342	Smoking	Non smoker	Missing	746	all	mags
Smoking	1	0.4743403699351916	1.5753277651315196	0.00129702381787147	0.004	0.0035371617661109	Smoking	Non smoker	Smoker	443	negative	mags
kjonn	1	0.557044947266462	1.8499972329468315	0.00191505517234626	0.002	0.00415389078046509	Smoking	Non smoker	Smoker	443	negative	mags
age_invitation	2	0.730547926359236	1.2131082500001007	9.611892218830984e-4	0.045	0.00544770455397366	Smoking	Non smoker	Smoker	443	negative	mags
senter	1	0.5779113287022994	1.9192963947242505	0.00207086378580585	0.001	0.0043094916343878	Smoking	Non smoker	Smoker	443	negative	mags
Total_Reads_QC_ATLAS	1	0.4421513818509766	1.4684251907892183	0.00105627630780633	0.019	0.0032971281000815	Smoking	Non smoker	Smoker	443	negative	mags
Smoking	1	0.2468938459447685	0.8188978177621434	-5.313736515124024e-4	0.81	0.00239477176584949	Smoking	Non smoker	Missing	341	negative	mags
kjonn	1	0.5119964426173169	1.698190442766625	0.0020432956986454	0.003	0.00496616114631557	Smoking	Non smoker	Missing	341	negative	mags
age_invitation	2	0.6834947155855957	1.133508064778196	7.824258335444403e-4	0.157	0.00662962594603464	Smoking	Non smoker	Missing	341	negative	mags
senter	1	0.5058750795350875	1.677887098021091	0.00198399464413281	0.001	0.00490678636756505	Smoking	Non smoker	Missing	341	negative	mags
Total_Reads_QC_ATLAS	1	0.38324159442873906	1.2711362008738996	7.944891088424993e-4	0.066	0.00371729050728303	Smoking	Non smoker	Missing	341	negative	mags
Smoking	1	0.9057898177822494	3.179103191546868	0.00380842847876144	0.001	0.00553891488723597	Smoking	Non smoker	Smoker	570	positive	mags
kjonn	1	0.4321846787367747	1.5168636967831717	9.05956913234861e-4	0.015	0.00264281415411747	Smoking	Non smoker	Smoker	570	positive	mags
age_invitation	2	0.8554341363349351	1.501183464194283	0.00175545144196272	0.002	0.00523098933083223	Smoking	Non smoker	Smoker	570	positive	mags
senter	1	0.4135949184224046	1.451618134087177	7.916852538071374e-4	0.017	0.00252913756145327	Smoking	Non smoker	Smoker	570	positive	mags
Total_Reads_QC_ATLAS	1	0.3351780545483791	1.176393907319659	3.0936725757946975e-4	0.142	0.00204961756001888	Smoking	Non smoker	Smoker	570	positive	mags
Snus	1	0.29588463653226427	1.0092211812211735	9.496491917920355e-6	0.434	0.00103509307069466	Snus	Non snuser	Snuser	971	all	mags
