clade_name	kingdom	phylum	clade	order	family	genus	species	sgb
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4|t__SGB4644	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AF36_4	SGB4644
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4605|s__GGB4605_SGB6378|t__SGB6378	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	GGB4605	GGB4605_SGB6378	SGB6378
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4643|t__SGB4643	Bacteria	Firmicutes	CFGB1292	OFGB1292	FGB1292	GGB3109	GGB3109_SGB4643	SGB4643
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__SGB1860	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_faecis	SGB1860
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926|f__FGB72926|g__GGB3614|s__GGB3614_SGB4886|t__SGB4886	Bacteria	Firmicutes	CFGB72926	OFGB72926	FGB72926	GGB3614	GGB3614_SGB4886	SGB4886
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_sp_AM11_39|t__SGB9280	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_sp_AM11_39	SGB9280
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15373|t__SGB15373	Bacteria	Firmicutes	CFGB3068	OFGB3068	FGB3068	GGB9760	GGB9760_SGB15373	SGB15373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15233|t__SGB15233	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9708	GGB9708_SGB15233	SGB15233
k__Bacteria|p__Firmicutes|c__CFGB76112|o__OFGB76112|f__FGB76112|g__GGB79630|s__GGB79630_SGB13983|t__SGB13983	Bacteria	Firmicutes	CFGB76112	OFGB76112	FGB76112	GGB79630	GGB79630_SGB13983	SGB13983
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653|s__GGB3653_SGB4964|t__SGB4964	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	GGB3653	GGB3653_SGB4964	SGB4964
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__SGB5045	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_ventriosum	SGB5045
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15|t__SGB4993	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_bacterium_AF16_15	SGB4993
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15300	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_unclassified	Gemmiger	Gemmiger_formicilis	SGB15300
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella|s__Traorella_massiliensis|t__SGB28999	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Traorella	Traorella_massiliensis	SGB28999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4831	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_wexlerae	SGB4831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249|t__SGB15249	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9713	GGB9713_SGB15249	SGB15249
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081|t__SGB15081	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9627	GGB9627_SGB15081	SGB15081
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Woodwardibium|s__Candidatus_Woodwardibium_gallinarum|t__SGB14953	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Candidatus_Woodwardibium	Candidatus_Woodwardibium_gallinarum	SGB14953
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia|t__SGB15452	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila_wadsworthia	SGB15452
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Ruthenibacterium_lactatiformans	SGB15271
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348|t__SGB4348	Bacteria	Firmicutes	CFGB4806	OFGB4806	FGB4806	GGB51647	GGB51647_SGB4348	SGB4348
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3034|s__GGB3034_SGB4030|t__SGB4030	Bacteria	Firmicutes	CFGB1249	OFGB1249	FGB1249	GGB3034	GGB3034_SGB4030	SGB4030
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453|s__GGB9453_SGB14845|t__SGB14845	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9453	GGB9453_SGB14845	SGB14845
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__SGB14797	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia_equolifaciens	SGB14797
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512|s__GGB33512_SGB15203|t__SGB15203	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	GGB33512	GGB33512_SGB15203	SGB15203
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770|s__GGB9770_SGB15390|t__SGB15390	Bacteria	Firmicutes	CFGB3069	OFGB3069	FGB3069	GGB9770	GGB9770_SGB15390	SGB15390
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB9211|s__GGB9211_SGB14151|t__SGB14151	Bacteria	Firmicutes	CFGB2898	OFGB2898	FGB2898	GGB9211	GGB9211_SGB14151	SGB14151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15106|t__SGB15106	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9635	GGB9635_SGB15106	SGB15106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15031|t__SGB15031	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	GGB9602	GGB9602_SGB15031	SGB15031
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii|t__SGB1858	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_nordii	SGB1858
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4670	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus_catus	SGB4670
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160|s__GGB3160_SGB4174|t__SGB4174	Bacteria	Firmicutes	CFGB1320	OFGB1320	FGB1320	GGB3160	GGB3160_SGB4174	SGB4174
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033|s__GGB3033_SGB4029|t__SGB4029	Bacteria	Firmicutes	CFGB1249	OFGB1249	FGB1249	GGB3033	GGB3033_SGB4029	SGB4029
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_Marseille_Q4251|t__SGB4780	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_Marseille_Q4251	SGB4780
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB5077|t__SGB5077	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_SGB5077	SGB5077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF34_35BH|t__SGB5051	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_sp_AF34_35BH	SGB5051
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__SGB4575	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea_formicigenerans	SGB4575
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis|t__SGB6847	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter_bilis	SGB6847
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_Family_XIII_bacterium_BX16|t__SGB3957	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	Clostridiales_Family_XIII_bacterium_BX16	SGB3957
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB32900|s__GGB32900_SGB53446|t__SGB53446	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB32900	GGB32900_SGB53446	SGB53446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15323	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium_prausnitzii	SGB15323
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4648|t__SGB4648	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB4648	SGB4648
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250|t__SGB14894	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaeromassilibacillus	Anaeromassilibacillus_sp_An250	SGB14894
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii|t__SGB2328	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_ihumii	SGB2328
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__SGB4951	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia_intestinalis	SGB4951
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4750|t__SGB4750	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB4750	SGB4750
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus|t__SGB15154	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Lawsonibacter	Lawsonibacter_asaccharolyticus	SGB15154
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea|t__SGB4804	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_glucerasea	SGB4804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42|t__SGB6174	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_NSJ_42	SGB6174
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB39037|s__GGB39037_SGB4393|t__SGB4393	Bacteria	Firmicutes	CFGB1359	OFGB1359	FGB1359	GGB39037	GGB39037_SGB4393	SGB4393
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB9176|s__GGB9176_SGB14114|t__SGB14114	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	GGB9176	GGB9176_SGB14114	SGB14114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH|t__SGB4652	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AM49_4BH	SGB4652
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9782|s__GGB9782_SGB15403|t__SGB15403	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	GGB9782	GGB9782_SGB15403	SGB15403
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB3353|s__GGB3353_SGB4437|t__SGB4437	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_unclassified	GGB3353	GGB3353_SGB4437	SGB4437
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__SGB698	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera_stadtmanae	SGB698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__SGB4582	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea_longicatena	SGB4582
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB53522|t__SGB53522	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	GGB9677	GGB9677_SGB53522	SGB53522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB15272|t__SGB15272	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9719	GGB9719_SGB15272	SGB15272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15333	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium_prausnitzii	SGB15333
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3142|s__GGB3142_SGB4155|t__SGB4155	Bacteria	Firmicutes	CFGB1311	OFGB1311	FGB1311	GGB3142	GGB3142_SGB4155	SGB4155
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa|t__SGB1784	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas_virosa	SGB1784
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB63307	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_unclassified	Gemmiger	Gemmiger_formicilis	SGB63307
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Protoclostridium|s__Candidatus_Protoclostridium_gallicola|t__SGB14049	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Candidatus_Protoclostridium	Candidatus_Protoclostridium_gallicola	SGB14049
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__SGB1861	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_thetaiotaomicron	SGB1861
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_leptum|t__SGB14853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Clostridium_leptum	SGB14853
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_sp_An10|t__SGB15134	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor_sp_An10	SGB15134
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3175|s__GGB3175_SGB4191|t__SGB4191	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	GGB3175	GGB3175_SGB4191	SGB4191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH|t__SGB4914	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AF34_10BH	SGB4914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__SGB4959	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_ramulus	SGB4959
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium|t__SGB8601	Bacteria	Candidatus_Melainabacteria	Candidatus_Melainabacteria_unclassified	Candidatus_Gastranaerophilales	Candidatus_Gastranaerophilales_unclassified	Candidatus_Gastranaerophilales_unclassified	Candidatus_Gastranaerophilales_bacterium	SGB8601
k__Bacteria|p__Firmicutes|c__CFGB3529|o__OFGB3529|f__FGB3529|g__GGB3570|s__GGB3570_SGB4777|t__SGB4777	Bacteria	Firmicutes	CFGB3529	OFGB3529	FGB3529	GGB3570	GGB3570_SGB4777	SGB4777
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14924|t__SGB14924	Bacteria	Firmicutes	CFGB75721	OFGB75721	FGB75721	GGB9524	GGB9524_SGB14924	SGB14924
k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251|g__GGB9762|s__GGB9762_SGB15377|t__SGB15377	Bacteria	Firmicutes	CFGB58251	OFGB58251	FGB58251	GGB9762	GGB9762_SGB15377	SGB15377
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens|t__SGB5082	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospira	Lachnospira_eligens	SGB5082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089|t__SGB5089	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	GGB3746	GGB3746_SGB5089	SGB5089
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_celerecrescens|t__SGB4868	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora_celerecrescens	SGB4868
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum|t__SGB4809	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_obeum	SGB4809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF46_10NS|t__SGB4824	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_sp_AF46_10NS	SGB4824
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_luti|t__SGB4832	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_luti	SGB4832
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9240|s__GGB9240_SGB14182|t__SGB14182	Bacteria	Firmicutes	CFGB2918	OFGB2918	FGB2918	GGB9240	GGB9240_SGB14182	SGB14182
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815|t__SGB4815	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_SGB4815	SGB4815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__SGB2301	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_finegoldii	SGB2301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudobutyricicoccus|s__Candidatus_Pseudobutyricicoccus_lothianensis|t__SGB14975	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Candidatus_Pseudobutyricicoccus	Candidatus_Pseudobutyricicoccus_lothianensis	SGB14975
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans|t__SGB15350	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Hydrogenoanaerobacterium	Hydrogenoanaerobacterium_saccharovorans	SGB15350
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9641|s__GGB9641_SGB15117|t__SGB15117	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	GGB9641	GGB9641_SGB15117	SGB15117
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT|t__SGB4552	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea_sp_AF36_15AT	SGB4552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_amygdalina|t__SGB4716	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora_amygdalina	SGB4716
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9765|s__GGB9765_SGB15382|t__SGB15382	Bacteria	Firmicutes	CFGB38642	OFGB38642	FGB38642	GGB9765	GGB9765_SGB15382	SGB15382
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB98319|t__SGB98319	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	GGB9522	GGB9522_SGB98319	SGB98319
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB15077|t__SGB15077	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter_SGB15077	SGB15077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp_OF01_20|t__SGB4989	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Eisenbergiella	Eisenbergiella_sp_OF01_20	SGB4989
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__SGB9283	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_wadsworthensis	SGB9283
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB5997|s__GGB5997_SGB8620|t__SGB8620	Bacteria	Candidatus_Melainabacteria	CFGB2107	OFGB2107	FGB2107	GGB5997	GGB5997_SGB8620	SGB8620
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_BSD2780120874_150323_B10|t__SGB4290	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_sp_BSD2780120874_150323_B10	SGB4290
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris|t__SGB4041	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena_caecimuris	SGB4041
